1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
1.8872416516073073E-12 3.4121969365298264E-14 
1.8872416516073073E-12 3.4121969365298264E-14 
1.4017631207475127E-13 1.726977445454489E-13 
